,,"45,041","34,44,81,898","62,664",,,"5,004","2,43,71,541","5,050",,
city,campaignCode,responders,sales,bills,abv,amv,redeemers,redeemers_Sales,redeemers_Bills,redeemers_ABV,redeemers_AMV
SINGRAULI,ALT_SBC_39,3,22988,3,7663,7663,3,22988,3,7663,7663
CUTTACK,ALT_SBC_39,4,12345,5,2469,3086,2,8397,2,4198,4198
MUMBAI,ALT_SBC_39,3,25379,4,6345,8460,0,0,0,0,0
NAHARLAGUN,ALT_SBC_39,1,799,1,799,799,1,799,1,799,799
GIRIDIH,ALT_SBC_39,1,7490,1,7490,7490,0,0,0,0,0
BAREILLY,ALT_SBC_39,3,11329,4,2832,3776,1,6492,1,6492,6492
DELHI,ALT_SBC_39,2,17591,2,8796,8796,1,3999,1,3999,3999
CHENNAI,ALT_SBC_39,2,13491,2,6746,6746,1,6597,1,6597,6597
BARDHAMAN,ALT_SBC_39,3,23590,5,4718,7863,0,0,0,0,0
NAGPUR,ALT_SBC_39,3,20985,3,6995,6995,1,11588,1,11588,11588
LUCKNOW,ALT_SBC_39,1,5594,1,5594,5594,0,0,0,0,0
JAMSHEDPUR,ALT_SBC_39,7,43759,8,5470,6251,1,5046,1,5046,5046
DIMAPUR,ALT_SBC_39,4,19636,4,4909,4909,1,3996,1,3996,3996
KOTTAYAM,ALT_SBC_39,2,21584,2,10792,10792,1,11588,1,11588,11588
MEERUT,ALT_SBC_39,3,8593,3,2864,2864,2,4598,2,2299,2299
JAIPUR,ALT_SBC_39,2,5694,2,2847,2847,1,2195,1,2195,2195
HYDERABAD,ALT_SBC_39,2,9097,2,4548,4548,2,9097,2,4548,4548
DELHI,ALT_SBC_39,3,28852,4,7213,9617,1,22984,1,22984,22984
BHUBANESWAR,ALT_SBC_39,6,48678,6,8113,8113,2,12796,2,6398,6398
NAGPUR,ALT_SBC_39,3,38877,5,7775,12959,1,2299,1,2299,2299
JAGDALPUR,ALT_SBC_39,4,32726,6,5454,8182,1,3499,1,3499,3499
GONDA,ALT_SBC_39,1,2195,1,2195,2195,0,0,0,0,0
SILIGURI,ALT_SBC_39,1,2998,1,2998,2998,1,2998,1,2998,2998
PATNA,ALT_SBC_39,1,9495,2,4748,9495,1,3098,1,3098,3098
GHAZIABAD,ALT_SBC_39,1,-1677,1,-1677,-1677,0,0,0,0,0
LUDHIANA,ALT_SBC_39,1,5197,2,2598,5197,0,0,0,0,0
RAIPUR,ALT_SBC_39,1,27194,1,27194,27194,0,0,0,0,0
LUCKNOW,ALT_SBC_39,3,11261,3,3754,3754,2,9441,2,4720,4720
GORAKHPUR,ALT_SBC_39,4,17590,5,3518,4398,2,5998,2,2999,2999
VIJAYAWADA,ALT_SBC_39,2,9597,2,4798,4798,0,0,0,0,0
BHUBANESWAR,ALT_SBC_39,6,91747,7,13107,15291,2,13991,2,6996,6996
BENGALURU,ALT_SBC_39,2,9397,2,4698,4698,2,9397,2,4698,4698
DELHI,ALT_SBC_39,3,14590,3,4863,4863,1,8597,1,8597,8597
LUCKNOW,ALT_SBC_39,4,25287,5,5057,6322,2,13392,2,6696,6696
ASANSOL,ALT_SBC_39,2,15586,6,2598,7793,0,0,0,0,0
DHANBAD,ALT_SBC_39,4,18074,5,3615,4518,1,3196,1,3196,3196
GUNTUR,ALT_SBC_39,2,11092,2,5546,5546,1,3999,1,3999,3999
VISAKHAPATNAM,ALT_SBC_39,2,18490,2,9245,9245,1,4993,1,4993,4993
GANDHINAGAR,ALT_SBC_39,2,6998,2,3499,3499,1,2999,1,2999,2999
LAKHIMPUR KHERI,ALT_SBC_39,2,8093,2,4046,4046,1,3499,1,3499,3499
PILIBHIT,ALT_SBC_39,1,2796,1,2796,2796,0,0,0,0,0
LUCKNOW,ALT_SBC_39,3,10095,4,2524,3365,1,4598,1,4598,4598
SIKAR,ALT_SBC_39,1,2399,1,2399,2399,1,2399,1,2399,2399
KOLKATA,ALT_SBC_39,2,-1401,2,-700,-700,0,0,0,0,0
BALLARI,ALT_SBC_39,2,17687,2,8844,8844,0,0,0,0,0
PATIALA,ALT_SBC_39,1,2999,1,2999,2999,0,0,0,0,0
RAMGARH CANTONMENT,ALT_SBC_39,3,16586,3,5529,5529,2,4393,2,2196,2196
THANE,ALT_SBC_39,4,27589,5,5518,6897,2,7097,2,3548,3548
LUCKNOW,ALT_SBC_39,6,146322,13,11256,24387,2,11295,2,5648,5648
RAIPUR,ALT_SBC_39,3,17093,4,4273,5698,2,7596,2,3798,3798
BENGALURU,ALT_SBC_39,1,4394,1,4394,4394,1,4394,1,4394,4394
PATNA,ALT_SBC_39,4,30537,6,5090,7634,1,2999,1,2999,2999
BHAGALPUR,ALT_SBC_39,1,4994,1,4994,4994,1,4994,1,4994,4994
BIJNOR,ALT_SBC_39,1,5031,2,2516,5031,1,2795,1,2795,2795
INDORE,ALT_SBC_39,1,5993,1,5993,5993,0,0,0,0,0
AHMEDABAD,ALT_SBC_39,3,33257,5,6651,11086,3,11495,3,3832,3832
ROURKELA,ALT_SBC_39,2,35184,2,17592,17592,0,0,0,0,0
THANE,ALT_SBC_39,4,29491,6,4915,7373,3,12596,3,4199,4199
MATHURA,ALT_SBC_39,1,2399,1,2399,2399,1,2399,1,2399,2399
GHAZIABAD,ALT_SBC_39,1,11988,1,11988,11988,0,0,0,0,0
PUNE,ALT_SBC_39,3,12487,3,4162,4162,1,599,1,599,599
YAMUNANAGAR,ALT_SBC_39,4,10896,4,2724,2724,0,0,0,0,0
GUWAHATI,ALT_SBC_39,2,18289,2,9144,9144,0,0,0,0,0
JHANSI,ALT_SBC_39,3,43267,4,10817,14422,0,0,0,0,0
REWA,ALT_SBC_39,3,8497,3,2832,2832,3,8497,3,2832,2832
DELHI,ALT_SBC_39,3,45584,3,15195,15195,1,10996,1,10996,10996
JABALPUR,ALT_SBC_39,5,66518,5,13304,13304,2,22538,2,11269,11269
KULLU,ALT_SBC_39,2,10646,2,5323,5323,1,1048,1,1048,1048
DALTONGANJ,ALT_SBC_39,2,10796,2,5398,5398,2,10796,2,5398,5398
KOLKATA,ALT_SBC_39,4,25445,5,5089,6361,2,5496,2,2748,2748
MUMBAI,ALT_SBC_39,1,8293,1,8293,8293,1,8293,1,8293,8293
GOA,ALT_SBC_39,1,28785,1,28785,28785,0,0,0,0,0
GOA,ALT_SBC_39,3,9796,3,3265,3265,0,0,0,0,0
ETAWAH,ALT_SBC_39,2,4545,2,2272,2272,1,549,1,549,549
MADURAI,ALT_SBC_39,2,12798,2,6399,6399,1,2799,1,2799,2799
HAZARIBAGH,ALT_SBC_39,1,6897,2,3448,6897,0,0,0,0,0
PANIPAT,ALT_SBC_39,2,6995,2,3498,3498,0,0,0,0,0
KAKINADA,ALT_SBC_39,2,3297,2,1648,1648,0,0,0,0,0
VIZIANAGARAM,ALT_SBC_39,2,30383,2,15192,15192,1,6094,1,6094,6094
NOIDA,ALT_SBC_39,2,18588,3,6196,9294,1,1799,1,1799,1799
BEED,ALT_SBC_39,2,16286,3,5429,8143,2,11088,2,5544,5544
UDHAMPUR,ALT_SBC_39,2,14986,2,7493,7493,1,7497,1,7497,7497
BENGALURU,ALT_SBC_39,1,9494,1,9494,9494,0,0,0,0,0
JAIPUR,ALT_SBC_39,2,39083,7,5583,19542,0,0,0,0,0
HUBLI-DHARWAD,ALT_SBC_39,1,11996,1,11996,11996,0,0,0,0,0
MOGA,ALT_SBC_39,2,33880,2,16940,16940,0,0,0,0,0
SHAHJAHANPUR,ALT_SBC_39,1,7999,1,7999,7999,0,0,0,0,0
BENGALURU,ALT_SBC_39,1,6697,1,6697,6697,0,0,0,0,0
COIMBATORE,ALT_SBC_39,1,2799,1,2799,2799,1,2799,1,2799,2799
RAJKOT,ALT_SBC_39,1,8397,1,8397,8397,0,0,0,0,0
HYDERABAD,ALT_SBC_39,3,12606,5,2521,4202,1,2599,1,2599,2599
MUZAFFARPUR,ALT_SBC_39,3,29285,3,9762,9762,0,0,0,0,0
BENGALURU,ALT_SBC_39,3,27593,3,9198,9198,1,2399,1,2399,2399
JAMMU,ALT_SBC_39,3,20286,4,5072,6762,0,0,0,0,0
BEGUSARAI,ALT_SBC_39,1,7266,1,7266,7266,0,0,0,0,0
BOKARO STEEL CITY,ALT_SBC_39,2,8297,2,4148,4148,1,6798,1,6798,6798
KOLHAPUR,ALT_SBC_39,2,5898,2,2949,2949,1,3499,1,3499,3499
HYDERABAD,ALT_SBC_39,1,2798,1,2798,2798,0,0,0,0,0
BHOPAL,ALT_SBC_39,6,29519,6,4920,4920,3,14635,3,4878,4878
DUMKA,ALT_SBC_39,1,499,1,499,499,1,499,1,499,499
KHAMMAM,ALT_SBC_39,3,30381,3,10127,10127,0,0,0,0,0
DURGAPUR,ALT_SBC_39,3,28640,3,9547,9547,0,0,0,0,0
AIZAWL,ALT_SBC_39,1,2995,1,2995,2995,0,0,0,0,0
AHMEDABAD,ALT_SBC_39,1,21485,2,10742,21485,0,0,0,0,0
BUDAUN,ALT_SBC_39,1,10493,3,3498,10493,0,0,0,0,0
RANCHI,ALT_SBC_39,1,2595,1,2595,2595,0,0,0,0,0
RAIGARH,ALT_SBC_39,2,3594,2,1797,1797,2,3594,2,1797,1797
ETAH,ALT_SBC_39,1,2999,1,2999,2999,1,2999,1,2999,2999
RAJAHMUNDRY,ALT_SBC_39,2,10994,2,5497,5497,0,0,0,0,0
AZAMGARH,ALT_SBC_39,1,4400,3,1467,4400,1,3999,1,3999,3999
MUMBAI,ALT_SBC_39,1,5398,1,5398,5398,1,5398,1,5398,5398
MOTIHARI,ALT_SBC_39,3,82976,8,10372,27659,1,2999,1,2999,2999
GODDA,ALT_SBC_39,1,6697,3,2232,6697,0,0,0,0,0
JAIPUR,ALT_SBC_39,4,41931,4,10483,10483,0,0,0,0,0
HYDERABAD,ALT_SBC_39,1,3114,1,3114,3114,0,0,0,0,0
BENGALURU,ALT_SBC_39,1,18340,1,18340,18340,0,0,0,0,0
RAXAUL BAZAR,ALT_SBC_39,1,15989,4,3997,15989,1,2999,1,2999,2999
SITAMARHI,ALT_SBC_39,1,7479,2,3740,7479,0,0,0,0,0
GHAZIABAD,ALT_SBC_39,1,6373,1,6373,6373,0,0,0,0,0
DEHRADUN,ALT_SBC_39,1,2799,1,2799,2799,1,2799,1,2799,2799
BRAHMAPUR,ALT_SBC_39,2,13244,4,3311,6622,0,0,0,0,0
CHENNAI,ALT_SBC_39,1,4795,1,4795,4795,0,0,0,0,0
SATARA,ALT_SBC_39,1,2599,1,2599,2599,0,0,0,0,0
CHHAPRA,ALT_SBC_39,2,5998,3,1999,2999,0,0,0,0,0
KARAD,ALT_SBC_39,1,9892,1,9892,9892,0,0,0,0,0
DHANBAD,ALT_SBC_39,1,9294,2,4647,9294,0,0,0,0,0
ROHTAK,ALT_SBC_39,1,14191,2,7096,14191,0,0,0,0,0
SANGLI MIRAJ KUPWAD,ALT_SBC_39,3,12694,3,4231,4231,1,2799,1,2799,2799
HYDERABAD,ALT_SBC_39,1,8697,1,8697,8697,1,8697,1,8697,8697
PURNIA,ALT_SBC_39,3,9137,3,3046,3046,1,549,1,549,549
Sasaram,ALT_SBC_39,3,27388,3,9129,9129,0,0,0,0,0
AHMEDABAD,ALT_SBC_39,1,327,2,164,327,0,0,0,0,0
PURI,ALT_SBC_39,1,10828,3,3609,10828,0,0,0,0,0
KOTA,ALT_SBC_39,2,7093,2,3546,3546,0,0,0,0,0
GANGTOK,ALT_SBC_39,1,5397,1,5397,5397,0,0,0,0,0
CHANDIGARH,ALT_SBC_39,1,-1668,3,-556,-1668,0,0,0,0,0
MUMBAI,ALT_SBC_39,1,2307,1,2307,2307,0,0,0,0,0
DELHI,ALT_SBC_39,2,6611,2,3306,3306,1,4794,1,4794,4794
MORADABAD,ALT_SBC_39,2,12197,3,4066,6098,0,0,0,0,0
RAIPUR,ALT_SBC_39,2,14483,2,7242,7242,1,5594,1,5594,5594
RAIPUR,ALT_SBC_39,2,14067,2,7034,7034,0,0,0,0,0
PRAYAGRAJ,ALT_SBC_39,1,9253,1,9253,9253,1,9253,1,9253,9253
NARNAUL,ALT_SBC_39,1,18586,2,9293,18586,0,0,0,0,0
BHUBANESWAR,ALT_SBC_39,3,30634,4,7658,10211,1,5094,1,5094,5094
NAGPUR,ALT_SBC_39,3,34178,3,11393,11393,1,21487,1,21487,21487
PUNE,ALT_SBC_39,2,6494,2,3247,3247,0,0,0,0,0
MUMBAI,ALT_SBC_39,2,12789,2,6394,6394,0,0,0,0,0
NASHIK,ALT_SBC_39,2,7147,5,1429,3574,0,0,0,0,0
DARBHANGA,ALT_SBC_39,1,3499,1,3499,3499,0,0,0,0,0
HYDERABAD,ALT_SBC_39,1,3799,1,3799,3799,0,0,0,0,0
PUNJAGUTTA,ALT_SBC_39,1,11890,1,11890,11890,0,0,0,0,0
BILASPUR,ALT_SBC_39,1,6798,1,6798,6798,1,6798,1,6798,6798
UDUPI,ALT_SBC_39,1,3499,1,3499,3499,0,0,0,0,0
FARIDABAD,ALT_SBC_39,1,15091,1,15091,15091,0,0,0,0,0
CHENNAI,ALT_SBC_39,1,10489,1,10489,10489,0,0,0,0,0
GAYA,ALT_SBC_39,1,7086,3,2362,7086,0,0,0,0,0
JABALPUR,ALT_SBC_39,2,31291,4,7823,15646,0,0,0,0,0
CHANDIGARH,ALT_SBC_39,1,10396,1,10396,10396,0,0,0,0,0
VARANASI,ALT_SBC_39,1,8097,1,8097,8097,0,0,0,0,0
SAMBALPUR,ALT_SBC_39,2,10968,4,2742,5484,1,3294,1,3294,3294
AMRITSAR,ALT_SBC_39,1,6594,1,6594,6594,1,6594,1,6594,6594
MUMBAI,ALT_SBC_39,1,18796,1,18796,18796,1,18796,1,18796,18796
MANDI,ALT_SBC_39,1,1327,1,1327,1327,0,0,0,0,0
INDORE,ALT_SBC_39,1,5336,1,5336,5336,0,0,0,0,0
BELGAUM,ALT_SBC_39,1,15394,2,7697,15394,1,7597,1,7597,7597
ANANTAPUR,ALT_SBC_39,1,7894,1,7894,7894,0,0,0,0,0
JAIPUR,ALT_SBC_39,2,6298,2,3149,3149,1,3499,1,3499,3499
FARRUKHABAD-CUM-FATEHGARH,ALT_SBC_39,1,596,2,298,596,0,0,0,0,0
AURANGABAD,ALT_SBC_39,1,9998,2,4999,9998,0,0,0,0,0
SURAT,ALT_SBC_39,1,8628,1,8628,8628,0,0,0,0,0
GHAZIABAD,ALT_SBC_39,1,6397,1,6397,6397,0,0,0,0,0
DELHI,ALT_SBC_39,1,36990,1,36990,36990,0,0,0,0,0
Gurugram,ALT_SBC_39,7,160685,14,11478,22955,0,0,0,0,0
GUWAHATI,ALT_SBC_39,1,17843,1,17843,17843,0,0,0,0,0
BHILAI NAGAR,ALT_SBC_39,1,4098,1,4098,4098,0,0,0,0,0
DHANBAD,ALT_SBC_39,2,6294,2,3147,3147,1,2799,1,2799,2799
BHOPAL,ALT_SBC_39,1,3499,1,3499,3499,0,0,0,0,0
KATIHAR,ALT_SBC_39,1,16592,5,3318,16592,0,0,0,0,0
TIRUPATI,ALT_SBC_39,1,2359,1,2359,2359,0,0,0,0,0
BAREILLY,ALT_SBC_39,1,6098,1,6098,6098,1,6098,1,6098,6098
BHOPAL,ALT_SBC_39,1,3499,1,3499,3499,0,0,0,0,0
INDORE,ALT_SBC_39,1,2799,1,2799,2799,0,0,0,0,0
NAUGARH,ALT_SBC_39,1,10497,1,10497,10497,0,0,0,0,0
NELLORE,ALT_SBC_39,1,3499,1,3499,3499,0,0,0,0,0
AMBALA,ALT_SBC_39,1,10487,1,10487,10487,0,0,0,0,0
LUDHIANA,ALT_SBC_39,1,11794,2,5897,11794,0,0,0,0,0
DELHI,ALT_SBC_39,1,2799,1,2799,2799,0,0,0,0,0
GORAKHPUR,ALT_SBC_39,1,6689,3,2230,6689,0,0,0,0,0
SAHARSA,ALT_SBC_39,1,4276,1,4276,4276,0,0,0,0,0
RAI BAREILLY,ALT_SBC_39,1,2595,1,2595,2595,0,0,0,0,0
JOWAI,ALT_SBC_39,1,1695,1,1695,1695,1,1695,1,1695,1695
BENGALURU,ALT_SBC_39,1,16994,1,16994,16994,0,0,0,0,0
PANCHKULA,ALT_SBC_39,1,4796,1,4796,4796,0,0,0,0,0
HYDERABAD,ALT_SBC_39,1,5331,1,5331,5331,0,0,0,0,0
MORADABAD,ALT_SBC_39,2,14590,4,3648,7295,1,2999,1,2999,2999
PUNE,ALT_SBC_39,1,5798,1,5798,5798,0,0,0,0,0
THIRUVANANTHAPURAM,ALT_SBC_39,1,3295,1,3295,3295,0,0,0,0,0
ROURKELA,ALT_SBC_39,1,6999,1,6999,6999,0,0,0,0,0
SOLAN,ALT_SBC_39,1,1699,1,1699,1699,0,0,0,0,0
DELHI,ALT_SBC_39,1,3499,1,3499,3499,0,0,0,0,0
SILIGURI,ALT_SBC_39,1,2998,1,2998,2998,1,2998,1,2998,2998
SRI GANGANAGAR,ALT_SBC_39,1,7593,3,2531,7593,0,0,0,0,0
HARIDWAR,ALT_SBC_39,1,3495,1,3495,3495,0,0,0,0,0
NOIDA,ALT_SBC_39,1,2991,2,1496,2991,0,0,0,0,0
PATNA,ALT_SBC_39,1,3299,1,3299,3299,1,3299,1,3299,3299
REWA,ALT_SBC_39,1,3097,2,1548,3097,1,599,1,599,599
HYDERABAD,ALT_SBC_39,1,2995,1,2995,2995,0,0,0,0,0
PATHANKOT,ALT_SBC_39,1,10498,1,10498,10498,0,0,0,0,0
VADODARA,ALT_SBC_39,1,5090,1,5090,5090,0,0,0,0,0
PUNJAGUTTA,ALT_FEEDE_3,2,-199,2,-100,-100,0,0,0,0,0
AHMEDABAD,ALT_FEEDE_3,4,6196,8,774,1549,0,0,0,0,0
BILASPUR,ALT_FEEDE_3,7,44282,10,4428,6326,1,3999,1,3999,3999
LUCKNOW,ALT_FEEDE_3,6,37606,8,4701,6268,0,0,0,0,0
LUCKNOW,ALT_FEEDE_3,13,720683,174,4142,55437,4,28089,5,5618,7022
BHUBANESWAR,ALT_FEEDE_3,7,46659,10,4666,6666,1,2596,1,2596,2596
GUWAHATI,ALT_FEEDE_3,4,33881,5,6776,8470,0,0,0,0,0
VISAKHAPATNAM,ALT_FEEDE_3,4,14241,7,2034,3560,0,0,0,0,0
DEHRADUN,ALT_FEEDE_3,2,12492,3,4164,6246,0,0,0,0,0
GWALIOR,ALT_FEEDE_3,5,13989,7,1998,2798,0,0,0,0,0
BENGALURU,ALT_FEEDE_3,8,104810,10,10481,13101,2,4836,2,2418,2418
MUZAFFARPUR,ALT_FEEDE_3,3,9237,4,2309,3079,1,1995,1,1995,1995
BILASPUR,ALT_FEEDE_3,5,13891,8,1736,2778,0,0,0,0,0
HYDERABAD,ALT_FEEDE_3,8,28860,11,2624,3608,0,0,0,0,0
PANIPAT,ALT_FEEDE_3,5,30612,6,5102,6122,0,0,0,0,0
KOLKATA,ALT_FEEDE_3,4,286745,52,5514,71686,0,0,0,0,0
JAMMU,ALT_FEEDE_3,6,37636,9,4182,6273,0,0,0,0,0
BHUBANESWAR,ALT_FEEDE_3,10,33511,14,2394,3351,1,3998,1,3998,3998
COIMBATORE,ALT_FEEDE_3,1,2799,1,2799,2799,0,0,0,0,0
KOLKATA,ALT_FEEDE_3,1,799,2,400,799,0,0,0,0,0
BHUBANESWAR,ALT_FEEDE_3,2,3171,5,634,1586,0,0,0,0,0
SONIPAT,ALT_FEEDE_3,2,3296,2,1648,1648,1,897,1,897,897
GURUGRAM,ALT_FEEDE_3,6,316819,78,4062,52803,0,0,0,0,0
DELHI,ALT_FEEDE_3,2,15395,2,7698,7698,0,0,0,0,0
MUMBAI,ALT_FEEDE_3,4,627391,100,6274,156848,1,5994,1,5994,5994
NOIDA,ALT_FEEDE_3,1,-6532,1,-6532,-6532,0,0,0,0,0
ANANTAPUR,ALT_FEEDE_3,4,23681,5,4736,5920,0,0,0,0,0
CHHAPRA,ALT_FEEDE_3,2,11592,3,3864,5796,0,0,0,0,0
KARAD,ALT_FEEDE_3,2,8297,4,2074,4148,0,0,0,0,0
RAIPUR,ALT_FEEDE_3,2,10494,2,5247,5247,0,0,0,0,0
KANPUR,ALT_FEEDE_3,7,31408,12,2617,4487,0,0,0,0,0
MURWARA KATNI,ALT_FEEDE_3,2,30086,2,15043,15043,0,0,0,0,0
SOLAN,ALT_FEEDE_3,2,9798,2,4899,4899,0,0,0,0,0
LUCKNOW,ALT_FEEDE_3,10,41183,17,2423,4118,0,0,0,0,0
Gurgaon,ALT_FEEDE_3,34,130440,36,3623,3836,1,2799,1,2799,2799
MORADABAD,ALT_FEEDE_3,10,29048,15,1937,2905,1,2999,1,2999,2999
ETAH,ALT_FEEDE_3,4,9463,7,1352,2366,0,0,0,0,0
DELHI,ALT_FEEDE_3,5,33485,8,4186,6697,1,3099,1,3099,3099
MUMBAI,ALT_FEEDE_3,6,19356,6,3226,3226,1,6547,1,6547,6547
BHUBANESWAR,ALT_FEEDE_3,13,35511,17,2089,2732,2,4396,2,2198,2198
PATNA,ALT_FEEDE_3,4,17739,4,4435,4435,1,1999,1,1999,1999
JAGDALPUR,ALT_FEEDE_3,1,0,2,0,0,0,0,0,0,0
PATNA,ALT_FEEDE_3,5,18639,6,3106,3728,0,0,0,0,0
AJMER,ALT_FEEDE_3,2,5847,2,2924,2924,1,4048,1,4048,4048
KOTTAYAM,ALT_FEEDE_3,3,19993,4,4998,6664,0,0,0,0,0
DELHI,ALT_FEEDE_3,8,15950,13,1227,1994,0,0,0,0,0
HYDERABAD,ALT_FEEDE_3,3,37883,4,9471,12628,1,6498,1,6498,6498
BHOPAL,ALT_FEEDE_3,4,206359,39,5291,51590,0,0,0,0,0
CHANDRAPUR,ALT_FEEDE_3,3,8414,8,1052,2805,0,0,0,0,0
DELHI,ALT_FEEDE_3,5,37325,6,6221,7465,1,2999,1,2999,2999
KOHIMA,ALT_FEEDE_3,1,13360,1,13360,13360,0,0,0,0,0
VARANASI,ALT_FEEDE_3,1,13194,1,13194,13194,0,0,0,0,0
HYDERABAD,ALT_FEEDE_3,3,1619,7,231,540,0,0,0,0,0
SHAHJAHANPUR,ALT_FEEDE_3,1,4198,1,4198,4198,1,4198,1,4198,4198
BHILWARA,ALT_FEEDE_3,1,0,2,0,0,0,0,0,0,0
JODHPUR,ALT_FEEDE_3,11,62709,13,4824,5701,0,0,0,0,0
JAIPUR,ALT_FEEDE_3,4,1646,7,235,412,0,0,0,0,0
RAIPUR,ALT_FEEDE_3,4,318060,61,5214,79515,0,0,0,0,0
BARAMATI,ALT_FEEDE_3,3,10271,5,2054,3424,0,0,0,0,0
RAMGARH CANTONMENT,ALT_FEEDE_3,1,0,2,0,0,0,0,0,0,0
REWA,ALT_FEEDE_3,6,10991,8,1374,1832,0,0,0,0,0
NAUGARH,ALT_FEEDE_3,3,13205,3,4402,4402,0,0,0,0,0
LAKHIMPUR KHERI,ALT_FEEDE_3,7,21183,11,1926,3026,0,0,0,0,0
GHAZIABAD,ALT_FEEDE_3,1,1148,1,1148,1148,1,1148,1,1148,1148
TIRUPATI,ALT_FEEDE_3,5,10776,6,1796,2155,0,0,0,0,0
NOIDA,ALT_FEEDE_3,2,1549,4,387,774,0,0,0,0,0
BENGALURU,ALT_FEEDE_3,3,10795,3,3598,3598,0,0,0,0,0
KARNAL,ALT_FEEDE_3,2,7393,2,3696,3696,0,0,0,0,0
GORAKHPUR,ALT_FEEDE_3,5,10484,9,1165,2097,0,0,0,0,0
KANGRA,ALT_FEEDE_3,3,7597,3,2532,2532,0,0,0,0,0
BARIPADA,ALT_FEEDE_3,10,33958,12,2830,3396,2,4798,2,2399,2399
RAMPUR,ALT_FEEDE_3,2,7494,2,3747,3747,0,0,0,0,0
BELGAUM,ALT_FEEDE_3,4,293793,70,4197,73448,0,0,0,0,0
MUMBAI,ALT_FEEDE_3,5,10162,6,1694,2032,0,0,0,0,0
HYDERABAD,ALT_FEEDE_3,4,25322,5,5064,6330,0,0,0,0,0
LUCKNOW,ALT_FEEDE_3,4,283209,52,5446,70802,0,0,0,0,0
SURAT,ALT_FEEDE_3,7,8390,9,932,1199,0,0,0,0,0
CALICUT,ALT_FEEDE_3,3,545966,121,4512,181989,0,0,0,0,0
KOTHAPET,ALT_FEEDE_3,2,25700,2,12850,12850,0,0,0,0,0
HYDERABAD,ALT_FEEDE_3,11,48950,13,3765,4450,0,0,0,0,0
ITANAGAR,ALT_FEEDE_3,4,17095,6,2849,4274,0,0,0,0,0
KOTA,ALT_FEEDE_3,4,13800,6,2300,3450,0,0,0,0,0
KOLKATA,ALT_FEEDE_3,5,15454,10,1545,3091,0,0,0,0,0
AIZAWL,ALT_FEEDE_3,2,5794,2,2897,2897,0,0,0,0,0
NARNAUL,ALT_FEEDE_3,2,45272,2,22636,22636,0,0,0,0,0
AZAMGARH,ALT_FEEDE_3,7,27408,12,2284,3915,1,2999,1,2999,2999
CHENNAI,ALT_FEEDE_3,7,24075,8,3009,3439,0,0,0,0,0
THANE,ALT_FEEDE_3,8,1089067,230,4735,136133,0,0,0,0,0
HAZARIBAGH,ALT_FEEDE_3,3,26272,3,8757,8757,0,0,0,0,0
CUTTACK,ALT_FEEDE_3,2,1296,4,324,648,0,0,0,0,0
DUMKA,ALT_FEEDE_3,3,13990,4,3498,4663,0,0,0,0,0
GAYA,ALT_FEEDE_3,5,15441,9,1716,3088,0,0,0,0,0
SHILLONG,ALT_FEEDE_3,1,5229,2,2614,5229,0,0,0,0,0
INDORE,ALT_FEEDE_3,2,7596,4,1899,3798,1,5897,2,2948,5897
RAJAHMUNDRY,ALT_FEEDE_3,2,9797,2,4898,4898,1,3499,1,3499,3499
DELHI,ALT_FEEDE_3,2,1631982,401,4070,815991,0,0,0,0,0
UJJAIN,ALT_FEEDE_3,3,6718,6,1120,2239,0,0,0,0,0
GHAZIABAD,ALT_FEEDE_3,3,8115,4,2029,2705,0,0,0,0,0
GURUGRAM,ALT_FEEDE_3,3,3798,4,950,1266,0,0,0,0,0
VARANASI,ALT_FEEDE_3,3,229512,50,4590,76504,1,3999,1,3999,3999
VARANASI,ALT_FEEDE_3,6,38494,9,4277,6416,0,0,0,0,0
JAIPUR,ALT_FEEDE_3,2,6923,3,2308,3462,1,6897,1,6897,6897
BHAGALPUR,ALT_FEEDE_3,2,12893,3,4298,6446,0,0,0,0,0
DELHI,ALT_FEEDE_3,8,58169,9,6463,7271,1,3999,1,3999,3999
KANPUR,ALT_FEEDE_3,3,4689,5,938,1563,0,0,0,0,0
THIRUVANANTHAPURAM,ALT_FEEDE_3,2,4394,2,2197,2197,1,1999,1,1999,1999
MUMBAI,ALT_FEEDE_3,2,12032,2,6016,6016,0,0,0,0,0
FARIDABAD,ALT_FEEDE_3,3,8996,3,2999,2999,1,4198,1,4198,4198
NAGPUR,ALT_FEEDE_3,5,19034,6,3172,3807,0,0,0,0,0
UDAIPUR,ALT_FEEDE_3,4,5094,6,849,1274,1,2999,1,2999,2999
LUDHIANA,ALT_FEEDE_3,1,0,2,0,0,0,0,0,0,0
PURI,ALT_FEEDE_3,6,9087,7,1298,1514,1,1695,1,1695,1695
PUNE,ALT_FEEDE_3,5,20061,6,3344,4012,1,2195,1,2195,2195
GUNTUR,ALT_FEEDE_3,5,32550,7,4650,6510,0,0,0,0,0
CHANDIGARH,ALT_FEEDE_3,2,270836,47,5762,135418,0,0,0,0,0
KOCHI,ALT_FEEDE_3,6,88169,10,8817,14695,0,0,0,0,0
JAIPUR,ALT_FEEDE_3,3,20088,4,5022,6696,0,0,0,0,0
ARRAH,ALT_FEEDE_3,2,11594,2,5797,5797,0,0,0,0,0
REWA,ALT_FEEDE_3,8,68055,12,5671,8507,1,3998,1,3998,3998
MUMBAI,ALT_FEEDE_3,6,770742,185,4166,128457,0,0,0,0,0
